date,EEM,IEF,JNK,SCHH,^GSPC,^RUT
2017-06-28,0.11,0.0,0.04,0.02,0.08,0.08
2017-06-29,0.1,-0.0,0.04,0.01,0.07,0.07
2017-06-30,0.1,-0.0,0.04,0.01,0.07,0.07
2017-07-03,0.11,-0.01,0.04,0.02,0.07,0.08
2017-07-05,0.11,-0.01,0.04,0.01,0.07,0.07
2017-07-06,0.09,-0.01,0.04,-0.01,0.06,0.06
2017-07-07,0.09,-0.01,0.04,-0.01,0.07,0.07
2017-07-10,0.1,-0.01,0.04,-0.02,0.07,0.06
2017-07-11,0.11,-0.01,0.04,-0.02,0.07,0.07
2017-07-12,0.13,-0.0,0.04,-0.01,0.07,0.07
2017-07-13,0.14,-0.0,0.04,-0.0,0.07,0.07
2017-07-14,0.15,-0.0,0.04,0.01,0.08,0.08
2017-07-17,0.14,-0.0,0.04,0.01,0.08,0.08
2017-07-18,0.15,0.0,0.05,0.01,0.08,0.07
2017-07-19,0.15,0.0,0.05,0.02,0.08,0.08
2017-07-20,0.15,0.0,0.05,0.01,0.08,0.08
2017-07-21,0.15,0.01,0.05,0.01,0.08,0.08
2017-07-24,0.15,0.01,0.05,0.01,0.08,0.08
2017-07-25,0.15,-0.0,0.05,0.01,0.08,0.09
2017-07-26,0.16,0.0,0.05,0.02,0.08,0.08
2017-07-27,0.15,0.0,0.05,0.02,0.08,0.07
2017-07-28,0.15,0.0,0.05,0.02,0.08,0.07
2017-07-31,0.15,0.0,0.05,0.02,0.08,0.07
2017-08-01,0.15,0.01,0.05,0.03,0.08,0.07
2017-08-02,0.15,0.01,0.05,0.02,0.08,0.06
2017-08-03,0.15,0.01,0.04,0.01,0.08,0.05
2017-08-04,0.15,0.01,0.04,0.02,0.08,0.05
2017-08-07,0.16,0.01,0.04,0.02,0.08,0.05
2017-08-08,0.16,0.01,0.04,0.01,0.08,0.05
2017-08-09,0.14,0.01,0.04,0.01,0.08,0.04
2017-08-10,0.12,0.01,0.03,0.0,0.06,0.02
2017-08-11,0.12,0.01,0.03,-0.0,0.06,0.02
2017-08-14,0.13,0.01,0.03,0.01,0.07,0.04
2017-08-15,0.13,0.01,0.04,0.01,0.07,0.03
2017-08-16,0.14,0.01,0.03,0.01,0.07,0.03
2017-08-17,0.12,0.01,0.03,0.01,0.05,0.01
2017-08-18,0.13,0.01,0.03,-0.0,0.05,0.01
2017-08-21,0.14,0.01,0.03,0.01,0.05,0.01
2017-08-22,0.15,0.01,0.04,0.0,0.06,0.02
2017-08-23,0.15,0.02,0.03,0.01,0.06,0.02
2017-08-24,0.16,0.01,0.04,0.01,0.05,0.02
2017-08-25,0.16,0.02,0.04,0.02,0.06,0.02
2017-08-28,0.16,0.02,0.04,0.01,0.06,0.02
2017-08-29,0.15,0.02,0.04,0.01,0.06,0.02
2017-08-30,0.15,0.02,0.04,0.01,0.06,0.03
2017-08-31,0.15,0.02,0.04,0.02,0.07,0.04
2017-09-01,0.16,0.02,0.04,0.02,0.07,0.05
2017-09-05,0.15,0.02,0.04,0.02,0.06,0.03
2017-09-06,0.15,0.02,0.04,0.02,0.06,0.04
2017-09-07,0.16,0.03,0.04,0.03,0.06,0.03
2017-09-08,0.15,0.03,0.03,0.03,0.06,0.03
2017-09-11,0.17,0.02,0.04,0.04,0.07,0.04
2017-09-12,0.16,0.02,0.04,0.03,0.07,0.05
2017-09-13,0.16,0.02,0.04,0.02,0.07,0.05
2017-09-14,0.16,0.02,0.04,0.03,0.07,0.05
2017-09-15,0.16,0.02,0.04,0.04,0.07,0.05
2017-09-18,0.17,0.01,0.04,0.03,0.07,0.06
2017-09-19,0.17,0.01,0.04,0.02,0.07,0.06
2017-09-20,0.16,0.01,0.04,0.02,0.07,0.06
2017-09-21,0.16,0.01,0.04,0.02,0.07,0.06
2017-09-22,0.15,0.01,0.04,0.01,0.07,0.06
2017-09-25,0.13,0.01,0.04,0.02,0.07,0.06
2017-09-26,0.13,0.01,0.04,0.02,0.07,0.07
2017-09-27,0.12,0.01,0.04,0.01,0.07,0.09
2017-09-28,0.12,0.01,0.04,0.02,0.07,0.09
2017-09-29,0.13,0.01,0.04,0.02,0.07,0.09
2017-10-02,0.13,0.01,0.04,0.02,0.08,0.1
2017-10-03,0.15,0.01,0.04,0.02,0.08,0.1
2017-10-04,0.15,0.01,0.04,0.02,0.08,0.1
2017-10-05,0.16,0.01,0.04,0.03,0.09,0.1
2017-10-06,0.15,0.01,0.04,0.02,0.08,0.1
2017-10-09,0.15,0.01,0.04,0.03,0.08,0.09
2017-10-10,0.16,0.01,0.04,0.03,0.08,0.1
2017-10-11,0.16,0.01,0.04,0.03,0.08,0.1
2017-10-12,0.16,0.01,0.04,0.04,0.08,0.09
2017-10-13,0.17,0.01,0.04,0.04,0.08,0.09
2017-10-16,0.17,0.01,0.04,0.03,0.08,0.09
2017-10-17,0.16,0.01,0.04,0.04,0.08,0.08
2017-10-18,0.16,0.01,0.04,0.03,0.08,0.09
2017-10-19,0.15,0.01,0.04,0.03,0.08,0.09
2017-10-20,0.16,0.01,0.04,0.02,0.09,0.09
2017-10-23,0.15,0.01,0.04,0.02,0.08,0.08
2017-10-24,0.14,0.0,0.04,0.01,0.08,0.08
2017-10-25,0.14,0.0,0.04,0.01,0.08,0.08
2017-10-26,0.13,0.0,0.03,0.0,0.08,0.08
2017-10-27,0.15,0.0,0.04,0.01,0.09,0.09
2017-10-30,0.14,0.01,0.03,0.0,0.08,0.07
2017-10-31,0.15,0.01,0.03,0.0,0.08,0.08
2017-11-01,0.15,0.01,0.03,0.01,0.08,0.07
2017-11-02,0.15,0.01,0.03,0.02,0.08,0.07
2017-11-03,0.15,0.01,0.03,0.01,0.08,0.07
2017-11-06,0.16,0.01,0.03,0.02,0.08,0.07
2017-11-07,0.15,0.01,0.03,0.03,0.08,0.06
2017-11-08,0.15,0.01,0.02,0.03,0.08,0.06
2017-11-09,0.14,0.01,0.02,0.03,0.08,0.05
2017-11-10,0.14,0.01,0.02,0.04,0.08,0.05
2017-11-13,0.13,0.01,0.02,0.04,0.08,0.05
2017-11-14,0.13,0.01,0.02,0.04,0.07,0.05
2017-11-15,0.12,0.01,0.01,0.03,0.07,0.04
2017-11-16,0.14,0.01,0.02,0.04,0.08,0.06
2017-11-17,0.14,0.01,0.02,0.03,0.07,0.06
2017-11-20,0.15,0.01,0.02,0.03,0.07,0.07
2017-11-21,0.16,0.01,0.02,0.04,0.08,0.08
2017-11-22,0.16,0.01,0.03,0.03,0.08,0.08
2017-11-24,0.16,0.01,0.03,0.03,0.08,0.08
2017-11-27,0.14,0.01,0.02,0.03,0.08,0.07
2017-11-28,0.15,0.01,0.03,0.02,0.09,0.09
2017-11-29,0.13,0.01,0.02,0.03,0.09,0.09
2017-11-30,0.12,0.0,0.02,0.03,0.1,0.09
2017-12-01,0.11,0.01,0.02,0.03,0.09,0.09
2017-12-04,0.11,0.01,0.02,0.03,0.09,0.09
2017-12-05,0.11,0.01,0.02,0.02,0.09,0.07
2017-12-06,0.09,0.01,0.02,0.02,0.08,0.07
2017-12-07,0.09,0.01,0.02,0.02,0.09,0.08
2017-12-08,0.11,0.01,0.02,0.02,0.09,0.08
2017-12-11,0.11,0.01,0.02,0.02,0.1,0.07
2017-12-12,0.1,0.0,0.02,0.03,0.1,0.07
2017-12-13,0.11,0.01,0.02,0.03,0.1,0.08
2017-12-14,0.1,0.01,0.02,0.03,0.09,0.06
2017-12-15,0.11,0.01,0.02,0.04,0.1,0.08
2017-12-18,0.12,0.01,0.02,0.04,0.1,0.09
2017-12-19,0.11,0.0,0.02,0.02,0.1,0.08
2017-12-20,0.11,-0.0,0.02,0.01,0.1,0.09
2017-12-21,0.12,-0.0,0.02,0.0,0.1,0.09
2017-12-22,0.12,-0.0,0.02,0.01,0.1,0.09
2017-12-26,0.12,-0.0,0.02,0.02,0.1,0.09
2017-12-27,0.12,0.0,0.02,0.02,0.1,0.09
2017-12-28,0.13,0.0,0.02,0.03,0.1,0.09
2017-12-29,0.13,0.0,0.02,0.02,0.09,0.08
2018-01-02,0.15,-0.0,0.02,0.02,0.1,0.09
2018-01-03,0.16,0.0,0.03,0.02,0.11,0.09
2018-01-04,0.17,0.0,0.03,0.0,0.11,0.09
2018-01-05,0.18,-0.0,0.03,0.0,0.12,0.09
2018-01-08,0.17,-0.0,0.03,0.01,0.12,0.09
2018-01-09,0.17,-0.01,0.03,-0.01,0.12,0.09
2018-01-10,0.16,-0.01,0.02,-0.02,0.12,0.09
2018-01-11,0.17,-0.01,0.03,-0.02,0.12,0.11
2018-01-12,0.18,-0.01,0.02,-0.03,0.13,0.11
2018-01-16,0.17,-0.01,0.02,-0.03,0.12,0.1
2018-01-17,0.18,-0.01,0.02,-0.02,0.13,0.11
2018-01-18,0.18,-0.01,0.02,-0.03,0.13,0.1
2018-01-19,0.19,-0.01,0.02,-0.03,0.14,0.11
2018-01-22,0.2,-0.01,0.02,-0.02,0.14,0.12
2018-01-23,0.2,-0.01,0.03,-0.0,0.14,0.12
2018-01-24,0.21,-0.01,0.02,-0.01,0.14,0.11
2018-01-25,0.21,-0.01,0.02,-0.01,0.14,0.11
2018-01-26,0.22,-0.01,0.02,-0.01,0.16,0.12
2018-01-29,0.2,-0.02,0.02,-0.02,0.15,0.11
2018-01-30,0.18,-0.02,0.02,-0.03,0.13,0.1
2018-01-31,0.19,-0.02,0.02,-0.02,0.13,0.09
2018-02-01,0.18,-0.02,0.01,-0.04,0.13,0.1
2018-02-02,0.14,-0.03,0.01,-0.04,0.11,0.07
2018-02-05,0.1,-0.02,0.0,-0.07,0.06,0.03
2018-02-06,0.14,-0.02,0.01,-0.07,0.08,0.04
2018-02-07,0.1,-0.03,0.0,-0.08,0.07,0.04
2018-02-08,0.06,-0.03,-0.0,-0.1,0.03,0.01
2018-02-09,0.08,-0.03,-0.01,-0.08,0.05,0.02
2018-02-12,0.09,-0.03,-0.0,-0.08,0.06,0.03
2018-02-13,0.1,-0.03,-0.0,-0.07,0.06,0.03
2018-02-14,0.13,-0.03,-0.0,-0.08,0.08,0.05
2018-02-15,0.15,-0.03,0.0,-0.07,0.09,0.06
2018-02-16,0.14,-0.03,0.01,-0.06,0.09,0.07
2018-02-20,0.13,-0.03,0.01,-0.07,0.08,0.06
2018-02-21,0.13,-0.03,0.0,-0.09,0.07,0.06
2018-02-22,0.13,-0.03,0.0,-0.08,0.08,0.06
2018-02-23,0.14,-0.03,0.01,-0.06,0.09,0.07
2018-02-26,0.15,-0.03,0.01,-0.06,0.1,0.07
2018-02-27,0.12,-0.03,0.01,-0.08,0.09,0.06
2018-02-28,0.1,-0.03,0.01,-0.08,0.08,0.04
2018-03-01,0.1,-0.02,0.0,-0.08,0.06,0.04
2018-03-02,0.1,-0.03,0.0,-0.08,0.07,0.06
2018-03-05,0.1,-0.03,0.0,-0.07,0.08,0.06
2018-03-06,0.11,-0.03,0.0,-0.06,0.08,0.07
2018-03-07,0.11,-0.03,0.0,-0.06,0.08,0.08
2018-03-08,0.11,-0.03,0.0,-0.06,0.08,0.08
2018-03-09,0.13,-0.03,0.01,-0.05,0.1,0.1
2018-03-12,0.13,-0.03,0.0,-0.05,0.1,0.1
2018-03-13,0.12,-0.02,0.0,-0.05,0.09,0.09
2018-03-14,0.12,-0.02,-0.0,-0.05,0.08,0.09
2018-03-15,0.12,-0.02,0.0,-0.05,0.08,0.08
2018-03-16,0.12,-0.02,0.0,-0.04,0.08,0.09
2018-03-19,0.1,-0.03,-0.0,-0.05,0.07,0.07
2018-03-20,0.11,-0.03,-0.0,-0.05,0.07,0.07
2018-03-21,0.12,-0.03,-0.0,-0.06,0.07,0.08
2018-03-22,0.08,-0.02,-0.01,-0.07,0.04,0.05
2018-03-23,0.06,-0.02,-0.01,-0.08,0.02,0.03
2018-03-26,0.09,-0.02,-0.0,-0.07,0.04,0.05
2018-03-27,0.07,-0.02,-0.0,-0.07,0.03,0.03
2018-03-28,0.06,-0.02,-0.01,-0.04,0.02,0.03
2018-03-29,0.09,-0.02,-0.0,-0.04,0.04,0.04
2018-04-02,0.07,-0.01,-0.01,-0.06,0.01,0.02
2018-04-03,0.08,-0.02,-0.0,-0.05,0.02,0.03
2018-04-04,0.07,-0.02,-0.0,-0.03,0.04,0.04
2018-04-05,0.08,-0.02,-0.0,-0.04,0.04,0.05
2018-04-06,0.05,-0.02,-0.0,-0.04,0.02,0.03
2018-04-09,0.05,-0.02,0.0,-0.05,0.02,0.03
2018-04-10,0.07,-0.02,0.0,-0.05,0.04,0.05
2018-04-11,0.07,-0.02,0.0,-0.05,0.03,0.05
2018-04-12,0.07,-0.02,0.01,-0.05,0.04,0.06
2018-04-13,0.06,-0.02,0.01,-0.05,0.04,0.05
2018-04-16,0.06,-0.02,0.01,-0.04,0.05,0.06
2018-04-17,0.06,-0.02,0.01,-0.03,0.06,0.07
2018-04-18,0.07,-0.02,0.01,-0.03,0.06,0.07
2018-04-19,0.06,-0.03,0.01,-0.05,0.05,0.07
2018-04-20,0.05,-0.03,0.0,-0.06,0.04,0.06
2018-04-23,0.04,-0.03,0.0,-0.06,0.04,0.06
2018-04-24,0.04,-0.03,-0.0,-0.05,0.03,0.05
2018-04-25,0.03,-0.03,-0.0,-0.06,0.03,0.05
2018-04-26,0.04,-0.03,0.0,-0.04,0.04,0.05
2018-04-27,0.05,-0.03,-0.0,-0.02,0.04,0.05
2018-04-30,0.04,-0.03,-0.0,-0.02,0.03,0.04
2018-05-01,0.03,-0.03,-0.0,-0.01,0.03,0.05
2018-05-02,0.02,-0.03,-0.0,-0.02,0.02,0.05
2018-05-03,0.02,-0.03,-0.0,-0.02,0.02,0.04
2018-05-04,0.02,-0.03,-0.0,-0.01,0.03,0.05
2018-05-07,0.02,-0.03,-0.0,0.0,0.04,0.06
2018-05-08,0.02,-0.03,-0.0,-0.01,0.04,0.07
2018-05-09,0.02,-0.03,0.0,0.0,0.05,0.07
2018-05-10,0.05,-0.03,0.0,0.01,0.05,0.08
2018-05-11,0.04,-0.03,0.0,0.01,0.06,0.08
2018-05-14,0.04,-0.03,0.0,-0.0,0.06,0.07
2018-05-15,0.02,-0.03,-0.0,-0.02,0.05,0.07
2018-05-16,0.04,-0.04,-0.0,-0.03,0.05,0.08
2018-05-17,0.02,-0.04,-0.0,-0.03,0.05,0.09
2018-05-18,0.01,-0.03,-0.0,-0.03,0.05,0.09
2018-05-21,0.02,-0.03,-0.0,-0.02,0.05,0.1
2018-05-22,0.02,-0.03,-0.0,-0.01,0.05,0.09
2018-05-23,0.02,-0.03,-0.0,-0.0,0.05,0.09
2018-05-24,0.01,-0.02,-0.0,-0.01,0.05,0.09
2018-05-25,0.02,-0.02,-0.0,-0.0,0.05,0.09
2018-05-29,-0.01,-0.01,-0.01,0.0,0.04,0.08
2018-05-30,-0.0,-0.01,-0.0,0.02,0.05,0.1
2018-05-31,-0.0,-0.01,-0.0,0.01,0.04,0.09
2018-06-01,0.01,-0.02,-0.0,0.02,0.05,0.1
2018-06-04,0.02,-0.02,0.0,0.03,0.06,0.1
2018-06-05,0.01,-0.02,0.0,0.03,0.06,0.11
2018-06-06,0.03,-0.02,0.0,0.03,0.06,0.11
2018-06-07,0.01,-0.02,0.0,0.03,0.06,0.11
2018-06-08,0.01,-0.02,0.0,0.03,0.07,0.11
2018-06-11,0.01,-0.02,0.01,0.03,0.07,0.11
2018-06-12,0.01,-0.02,0.01,0.03,0.07,0.11
2018-06-13,-0.0,-0.02,0.01,0.02,0.06,0.11
2018-06-14,-0.01,-0.02,0.01,0.03,0.06,0.11
2018-06-15,-0.02,-0.02,0.01,0.02,0.06,0.11
2018-06-18,-0.03,-0.02,0.01,0.02,0.06,0.12
2018-06-19,-0.04,-0.01,0.01,0.02,0.06,0.12
2018-06-20,-0.04,-0.02,0.01,0.03,0.06,0.13
2018-06-21,-0.05,-0.01,0.01,0.04,0.05,0.11
2018-06-22,-0.04,-0.01,0.01,0.05,0.05,0.11
2018-06-25,-0.05,-0.01,0.0,0.05,0.04,0.09
2018-06-26,-0.06,-0.01,0.0,0.05,0.04,0.1
2018-06-27,-0.08,-0.01,0.0,0.04,0.03,0.08
2018-06-28,-0.07,-0.01,-0.0,0.05,0.03,0.08
2018-06-29,-0.05,-0.01,-0.0,0.06,0.03,0.08
2018-07-02,-0.06,-0.01,-0.0,0.05,0.04,0.09
2018-07-03,-0.06,-0.01,-0.0,0.06,0.03,0.09
2018-07-05,-0.07,-0.01,-0.0,0.07,0.04,0.1
2018-07-06,-0.05,-0.01,0.0,0.07,0.05,0.11
2018-07-09,-0.04,-0.01,0.0,0.06,0.06,0.12
2018-07-10,-0.04,-0.01,0.0,0.07,0.06,0.11
2018-07-11,-0.06,-0.01,0.0,0.06,0.05,0.1
2018-07-12,-0.04,-0.01,0.01,0.06,0.06,0.1
2018-07-13,-0.04,-0.01,0.01,0.06,0.06,0.1
2018-07-16,-0.05,-0.01,0.0,0.06,0.06,0.09
2018-07-17,-0.04,-0.01,0.01,0.04,0.06,0.1
2018-07-18,-0.04,-0.01,0.01,0.04,0.07,0.1
2018-07-19,-0.06,-0.01,0.01,0.06,0.06,0.11
2018-07-20,-0.04,-0.01,0.01,0.04,0.06,0.1
2018-07-23,-0.05,-0.01,0.01,0.04,0.06,0.1
2018-07-24,-0.03,-0.01,0.01,0.04,0.07,0.09
2018-07-25,-0.02,-0.01,0.01,0.05,0.07,0.09
2018-07-26,-0.03,-0.02,0.01,0.05,0.07,0.1
2018-07-27,-0.03,-0.01,0.01,0.04,0.06,0.08
2018-07-30,-0.03,-0.01,0.01,0.04,0.06,0.07
2018-07-31,-0.02,-0.01,0.01,0.06,0.06,0.08
2018-08-01,-0.03,-0.02,0.01,0.06,0.06,0.08
2018-08-02,-0.05,-0.01,0.01,0.06,0.06,0.09
2018-08-03,-0.04,-0.01,0.01,0.07,0.07,0.08
2018-08-06,-0.05,-0.01,0.01,0.07,0.07,0.09
2018-08-07,-0.04,-0.01,0.02,0.07,0.07,0.09
2018-08-08,-0.04,-0.01,0.02,0.06,0.07,0.09
2018-08-09,-0.04,-0.01,0.01,0.06,0.07,0.09
2018-08-10,-0.06,-0.0,0.01,0.05,0.06,0.09
2018-08-13,-0.08,-0.0,0.01,0.05,0.06,0.08
2018-08-14,-0.07,-0.01,0.01,0.06,0.06,0.09
2018-08-15,-0.1,-0.0,0.01,0.07,0.05,0.07
2018-08-16,-0.09,-0.0,0.01,0.07,0.06,0.08
2018-08-17,-0.08,-0.0,0.01,0.09,0.07,0.09
2018-08-20,-0.08,0.0,0.01,0.08,0.07,0.09
2018-08-21,-0.07,-0.0,0.02,0.08,0.07,0.1
2018-08-22,-0.06,0.0,0.02,0.07,0.07,0.1
2018-08-23,-0.07,0.0,0.02,0.07,0.07,0.1
2018-08-24,-0.06,0.0,0.02,0.08,0.07,0.1
2018-08-27,-0.04,-0.0,0.02,0.07,0.08,0.1
2018-08-28,-0.05,-0.0,0.02,0.08,0.08,0.1
2018-08-29,-0.04,-0.0,0.02,0.08,0.08,0.1
2018-08-30,-0.07,-0.0,0.02,0.08,0.08,0.1
2018-08-31,-0.06,-0.0,0.02,0.08,0.08,0.11
2018-09-04,-0.08,-0.0,0.02,0.07,0.08,0.1
2018-09-05,-0.09,-0.0,0.01,0.08,0.07,0.1
2018-09-06,-0.09,-0.0,0.01,0.08,0.07,0.09
2018-09-07,-0.1,-0.0,0.01,0.07,0.06,0.09
2018-09-10,-0.1,-0.0,0.02,0.07,0.07,0.09
2018-09-11,-0.1,-0.01,0.02,0.07,0.07,0.09
2018-09-12,-0.1,-0.01,0.02,0.07,0.07,0.08
2018-09-13,-0.08,-0.01,0.02,0.08,0.07,0.08
2018-09-14,-0.09,-0.01,0.02,0.07,0.07,0.09
2018-09-17,-0.09,-0.01,0.02,0.07,0.07,0.07
2018-09-18,-0.08,-0.01,0.02,0.07,0.07,0.08
2018-09-19,-0.07,-0.01,0.02,0.05,0.07,0.07
2018-09-20,-0.06,-0.01,0.02,0.06,0.08,0.08
2018-09-21,-0.06,-0.01,0.02,0.06,0.08,0.08
2018-09-24,-0.07,-0.01,0.02,0.04,0.07,0.07
2018-09-25,-0.06,-0.01,0.02,0.04,0.07,0.07
2018-09-26,-0.06,-0.01,0.02,0.03,0.07,0.06
2018-09-27,-0.06,-0.01,0.02,0.03,0.07,0.06
2018-09-28,-0.06,-0.01,0.02,0.05,0.07,0.06
2018-10-01,-0.06,-0.01,0.02,0.04,0.07,0.05
2018-10-02,-0.07,-0.01,0.02,0.04,0.07,0.04
2018-10-03,-0.08,-0.02,0.02,0.03,0.07,0.05
2018-10-04,-0.1,-0.02,0.02,0.02,0.06,0.03
2018-10-05,-0.11,-0.02,0.01,0.02,0.06,0.02
2018-10-08,-0.11,-0.02,0.01,0.03,0.06,0.02
2018-10-09,-0.11,-0.02,0.01,0.03,0.05,0.02
2018-10-10,-0.13,-0.02,0.0,0.02,0.02,-0.01
2018-10-11,-0.14,-0.01,0.0,-0.01,-0.0,-0.03
2018-10-12,-0.12,-0.01,0.01,-0.01,0.01,-0.03
2018-10-15,-0.13,-0.01,0.01,-0.01,0.01,-0.03
2018-10-16,-0.1,-0.01,0.01,0.01,0.03,-0.0
2018-10-17,-0.11,-0.02,0.01,0.01,0.03,-0.01
2018-10-18,-0.14,-0.01,0.01,0.01,0.01,-0.02
2018-10-19,-0.13,-0.02,0.01,0.02,0.01,-0.04
2018-10-22,-0.12,-0.02,0.01,-0.0,0.01,-0.04
2018-10-23,-0.13,-0.01,0.01,0.0,-0.0,-0.05
2018-10-24,-0.16,-0.01,0.0,0.01,-0.03,-0.08
2018-10-25,-0.14,-0.01,0.0,0.03,-0.01,-0.06
2018-10-26,-0.15,-0.01,-0.0,0.01,-0.03,-0.07
2018-10-29,-0.16,-0.01,-0.0,0.03,-0.04,-0.08
2018-10-30,-0.15,-0.01,-0.0,0.04,-0.02,-0.06
2018-10-31,-0.14,-0.01,-0.0,0.02,-0.01,-0.06
2018-11-01,-0.11,-0.01,0.0,0.02,-0.0,-0.03
2018-11-02,-0.1,-0.01,0.0,0.01,-0.01,-0.03
2018-11-05,-0.1,-0.01,0.0,0.03,-0.0,-0.03
2018-11-06,-0.1,-0.01,0.01,0.03,0.0,-0.03
2018-11-07,-0.08,-0.01,0.01,0.05,0.02,-0.01
2018-11-08,-0.1,-0.02,0.01,0.05,0.02,-0.01
2018-11-09,-0.12,-0.01,0.0,0.05,0.01,-0.03
2018-11-12,-0.13,-0.01,-0.0,0.05,-0.01,-0.05
2018-11-13,-0.12,-0.01,-0.0,0.05,-0.01,-0.05
2018-11-14,-0.12,-0.0,-0.01,0.05,-0.02,-0.06
2018-11-15,-0.1,-0.0,-0.01,0.04,-0.01,-0.05
2018-11-16,-0.09,-0.0,-0.01,0.05,-0.01,-0.05
2018-11-19,-0.1,0.0,-0.01,0.05,-0.02,-0.07
2018-11-20,-0.12,0.0,-0.02,0.05,-0.04,-0.08
2018-11-21,-0.11,0.0,-0.01,0.05,-0.04,-0.07
2018-11-23,-0.12,0.0,-0.02,0.04,-0.04,-0.07
2018-11-26,-0.11,0.0,-0.01,0.04,-0.03,-0.06
2018-11-27,-0.1,0.0,-0.01,0.05,-0.03,-0.07
2018-11-28,-0.08,0.0,-0.01,0.06,-0.0,-0.04
2018-11-29,-0.08,0.0,-0.0,0.06,-0.01,-0.05
2018-11-30,-0.09,0.01,-0.01,0.07,0.0,-0.04
2018-12-03,-0.07,0.01,-0.0,0.07,0.01,-0.03
2018-12-04,-0.09,0.01,-0.01,0.06,-0.02,-0.08
2018-12-06,-0.09,0.02,-0.01,0.08,-0.02,-0.08
2018-12-07,-0.11,0.02,-0.01,0.07,-0.04,-0.1
2018-12-10,-0.12,0.02,-0.01,0.06,-0.04,-0.1
2018-12-11,-0.11,0.02,-0.01,0.06,-0.04,-0.1
2018-12-12,-0.1,0.01,-0.01,0.04,-0.04,-0.09
2018-12-13,-0.1,0.01,-0.0,0.04,-0.04,-0.1
2018-12-14,-0.11,0.02,-0.01,0.04,-0.06,-0.12
2018-12-17,-0.12,0.02,-0.01,0.0,-0.08,-0.14
2018-12-18,-0.11,0.02,-0.02,0.01,-0.08,-0.14
2018-12-19,-0.13,0.03,-0.03,0.0,-0.09,-0.16
2018-12-20,-0.12,0.02,-0.04,-0.01,-0.1,-0.17
2018-12-21,-0.12,0.03,-0.04,-0.02,-0.12,-0.19
2018-12-24,-0.13,0.03,-0.05,-0.06,-0.14,-0.21
2018-12-26,-0.11,0.02,-0.03,-0.03,-0.1,-0.17
2018-12-27,-0.11,0.03,-0.03,-0.03,-0.09,-0.16
2018-12-28,-0.11,0.03,-0.03,-0.03,-0.1,-0.16
2018-12-31,-0.11,0.03,-0.03,-0.02,-0.09,-0.15
2019-01-02,-0.11,0.04,-0.03,-0.05,-0.09,-0.15
2019-01-03,-0.12,0.04,-0.03,-0.04,-0.11,-0.16
2019-01-04,-0.09,0.04,-0.01,-0.03,-0.08,-0.13
2019-01-07,-0.09,0.03,-0.0,-0.02,-0.07,-0.11
2019-01-08,-0.09,0.03,0.0,-0.0,-0.06,-0.1
2019-01-09,-0.07,0.03,0.01,-0.0,-0.06,-0.09
2019-01-10,-0.06,0.03,0.01,0.01,-0.05,-0.09
2019-01-11,-0.06,0.03,0.01,0.02,-0.05,-0.09
2019-01-14,-0.07,0.03,0.0,0.01,-0.06,-0.1
2019-01-15,-0.06,0.03,0.01,0.02,-0.05,-0.09
2019-01-16,-0.05,0.03,0.01,0.03,-0.04,-0.08
2019-01-17,-0.05,0.03,0.01,0.03,-0.04,-0.07
2019-01-18,-0.04,0.03,0.01,0.04,-0.02,-0.06
2019-01-22,-0.06,0.03,0.01,0.03,-0.04,-0.08
2019-01-23,-0.05,0.03,0.01,0.03,-0.04,-0.08
2019-01-24,-0.04,0.03,0.01,0.04,-0.03,-0.07
2019-01-25,-0.02,0.03,0.01,0.05,-0.03,-0.06
2019-01-28,-0.03,0.03,0.01,0.06,-0.03,-0.07
2019-01-29,-0.03,0.03,0.01,0.07,-0.03,-0.07
2019-01-30,-0.01,0.03,0.02,0.08,-0.02,-0.06
2019-01-31,-0.0,0.04,0.02,0.08,-0.01,-0.05
2019-02-01,-0.01,0.03,0.02,0.08,-0.01,-0.05
2019-02-04,-0.01,0.03,0.02,0.09,-0.0,-0.04
2019-02-05,0.01,0.03,0.03,0.09,0.0,-0.04
2019-02-06,-0.01,0.03,0.03,0.08,0.0,-0.04
2019-02-07,-0.02,0.04,0.02,0.09,-0.01,-0.05
2019-02-08,-0.02,0.04,0.02,0.09,-0.01,-0.05
2019-02-11,-0.02,0.04,0.02,0.09,-0.01,-0.04
2019-02-12,-0.01,0.03,0.03,0.08,0.0,-0.03
2019-02-13,-0.02,0.03,0.03,0.09,0.01,-0.02
2019-02-14,-0.02,0.04,0.03,0.09,0.0,-0.02
2019-02-15,-0.02,0.04,0.03,0.1,0.02,-0.01
2019-02-19,-0.01,0.04,0.03,0.1,0.02,-0.0
2019-02-20,-0.01,0.04,0.03,0.09,0.02,0.0
2019-02-21,-0.01,0.03,0.03,0.09,0.02,-0.0
2019-02-22,0.0,0.04,0.03,0.1,0.02,0.01
2019-02-25,0.02,0.03,0.03,0.09,0.02,0.01
2019-02-26,0.01,0.04,0.03,0.08,0.02,-0.0
2019-02-27,0.0,0.03,0.03,0.08,0.02,-0.0
2019-02-28,-0.01,0.03,0.03,0.08,0.02,-0.0
2019-03-01,-0.01,0.03,0.04,0.07,0.02,0.0
2019-03-04,-0.0,0.03,0.03,0.08,0.02,-0.0
2019-03-05,0.01,0.03,0.03,0.08,0.02,-0.01
2019-03-06,0.0,0.03,0.03,0.07,0.01,-0.03
2019-03-07,-0.02,0.04,0.03,0.07,0.0,-0.04
